=== 2026-04-05T20:17:06-04:00 neuner_vs_alphabeta start cwd=/hpc/home/wjn7/catan_ai ===
=== GPU check ===
GPU 0: NVIDIA RTX 5000 Ada Generation (UUID: GPU-59c4ee0f-b317-ac8a-e75d-67c9e2b77278)
torch 2.10.0+cu128 cuda_available True
NVIDIA RTX 5000 Ada Generation
Effective config:
  preset=none difficulty=medium
  games=1000000 train=True
  placement_strategy=alphabeta
  enemy_fixed_schedule=False
  enemy_smooth_mix=False

Main agent ready      (6,295,286 params, obs=1259, actions=245)
Placement agent ready (alphabeta(depth=2, prunning=True))
Device: cuda
Run configuration:
  Main agent: 6,295,286 params (obs=1259, actions=245)
  Main weights: /hpc/home/wjn7/catan_ai/capstone_agent/models/capstone_model.pt
  Placement agent: strategy=alphabeta, alphabeta(depth=2, prunning=True)
  Placement weights: [none loaded]
  Opponent: alphabeta (depth=2, prunning=True)
  Self-play ladder: disabled
  Map: TOURNAMENT / fixed (seed=0)
  Training: enabled, trigger=steps, every 4096 transitions, periodic_save_every=2000 games, numbered main checkpoint copies
  Replay JSON save: enabled, dir=/hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays, every 100 games
  Benchmark CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/benchmark_games.csv
  PPO metrics CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/ppo_training.csv
  Device: cuda

Game  152/1000000:       LOST  steps= 146  reward=-0.5  [wr300=0.7%(152); by_enemy: alphabeta@2=0.7%(152)]
Game  153/1000000:       LOST  steps= 114  reward=-0.7  [wr300=0.7%(153); by_enemy: alphabeta@2=0.7%(153)]
Game  154/1000000:       LOST  steps= 100  reward=-0.7  [wr300=0.6%(154); by_enemy: alphabeta@2=0.6%(154)]
Game  155/1000000:       LOST  steps= 103  reward=-0.7  [wr300=0.6%(155); by_enemy: alphabeta@2=0.6%(155)]
Game  156/1000000:       LOST  steps= 103  reward=-0.8  [wr300=0.6%(156); by_enemy: alphabeta@2=0.6%(156)]
Game  157/1000000:       LOST  steps=  67  reward=-0.8  [wr300=0.6%(157); by_enemy: alphabeta@2=0.6%(157)]
Game  158/1000000:       LOST  steps= 106  reward=-0.8  [wr300=0.6%(158); by_enemy: alphabeta@2=0.6%(158)]
Game  159/1000000:       LOST  steps=  81  reward=-0.8  [wr300=0.6%(159); by_enemy: alphabeta@2=0.6%(159)]
Game  160/1000000:       LOST  steps= 108  reward=-0.8  [wr300=0.6%(160); by_enemy: alphabeta@2=0.6%(160)]
Game  161/1000000:       LOST  steps= 115  reward=-0.7  [wr300=0.6%(161); by_enemy: alphabeta@2=0.6%(161)]
Game  162/1000000:       LOST  steps= 122  reward=-0.8  [wr300=0.6%(162); by_enemy: alphabeta@2=0.6%(162)]
Game  163/1000000:       LOST  steps= 120  reward=-0.7  [wr300=0.6%(163); by_enemy: alphabeta@2=0.6%(163)]
Game  164/1000000:       LOST  steps=  95  reward=-0.8  [wr300=0.6%(164); by_enemy: alphabeta@2=0.6%(164)]
Game  165/1000000:       LOST  steps= 145  reward=-0.7  [wr300=0.6%(165); by_enemy: alphabeta@2=0.6%(165)]
Game  166/1000000:       LOST  steps= 136  reward=-0.9  [wr300=0.6%(166); by_enemy: alphabeta@2=0.6%(166)]
Game  167/1000000:        WON  steps= 133  reward=+1.5  [wr300=1.2%(167); by_enemy: alphabeta@2=1.2%(167)]
  trained PPO on 4161 buffered transitions (games in batch: 41; trigger=steps: buffered transitions reached 4161)
Game  168/1000000:       LOST  steps= 132  reward=-0.8  [wr300=1.2%(168); by_enemy: alphabeta@2=1.2%(168)]
Game  169/1000000:       LOST  steps=  49  reward=-0.8  [wr300=1.2%(169); by_enemy: alphabeta@2=1.2%(169)]
Game  170/1000000:       LOST  steps= 134  reward=-0.5  [wr300=1.2%(170); by_enemy: alphabeta@2=1.2%(170)]
Game  171/1000000:       LOST  steps= 112  reward=-0.8  [wr300=1.2%(171); by_enemy: alphabeta@2=1.2%(171)]
Game  172/1000000:       LOST  steps=  87  reward=-0.8  [wr300=1.2%(172); by_enemy: alphabeta@2=1.2%(172)]
Game  173/1000000:       LOST  steps= 131  reward=-0.7  [wr300=1.2%(173); by_enemy: alphabeta@2=1.2%(173)]
Game  174/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.1%(174); by_enemy: alphabeta@2=1.1%(174)]
Game  175/1000000:       LOST  steps= 108  reward=-0.6  [wr300=1.1%(175); by_enemy: alphabeta@2=1.1%(175)]
Game  176/1000000:       LOST  steps= 105  reward=-0.9  [wr300=1.1%(176); by_enemy: alphabeta@2=1.1%(176)]
Game  177/1000000:       LOST  steps= 102  reward=-0.9  [wr300=1.1%(177); by_enemy: alphabeta@2=1.1%(177)]
Game  178/1000000:       LOST  steps=  98  reward=-0.9  [wr300=1.1%(178); by_enemy: alphabeta@2=1.1%(178)]
Game  179/1000000:       LOST  steps= 103  reward=-0.6  [wr300=1.1%(179); by_enemy: alphabeta@2=1.1%(179)]
Game  180/1000000:       LOST  steps=  81  reward=-0.7  [wr300=1.1%(180); by_enemy: alphabeta@2=1.1%(180)]
Game  181/1000000:        WON  steps= 161  reward=+1.5  [wr300=1.7%(181); by_enemy: alphabeta@2=1.7%(181)]
Game  182/1000000:       LOST  steps=  89  reward=-0.7  [wr300=1.6%(182); by_enemy: alphabeta@2=1.6%(182)]
Game  183/1000000:       LOST  steps=  93  reward=-0.9  [wr300=1.6%(183); by_enemy: alphabeta@2=1.6%(183)]
Game  184/1000000:       LOST  steps= 101  reward=-0.8  [wr300=1.6%(184); by_enemy: alphabeta@2=1.6%(184)]
Game  185/1000000:       LOST  steps=  87  reward=-0.9  [wr300=1.6%(185); by_enemy: alphabeta@2=1.6%(185)]
Game  186/1000000:       LOST  steps= 118  reward=-0.8  [wr300=1.6%(186); by_enemy: alphabeta@2=1.6%(186)]
Game  187/1000000:       LOST  steps= 101  reward=-0.7  [wr300=1.6%(187); by_enemy: alphabeta@2=1.6%(187)]
Game  188/1000000:       LOST  steps=  94  reward=-0.9  [wr300=1.6%(188); by_enemy: alphabeta@2=1.6%(188)]
Game  189/1000000:       LOST  steps=  91  reward=-0.9  [wr300=1.6%(189); by_enemy: alphabeta@2=1.6%(189)]
Game  190/1000000:       LOST  steps=  60  reward=-0.8  [wr300=1.6%(190); by_enemy: alphabeta@2=1.6%(190)]
Game  191/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.6%(191); by_enemy: alphabeta@2=1.6%(191)]
Game  192/1000000:       LOST  steps= 122  reward=-0.6  [wr300=1.6%(192); by_enemy: alphabeta@2=1.6%(192)]
Game  193/1000000:       LOST  steps=  90  reward=-0.8  [wr300=1.6%(193); by_enemy: alphabeta@2=1.6%(193)]
Game  194/1000000:       LOST  steps= 144  reward=-0.8  [wr300=1.5%(194); by_enemy: alphabeta@2=1.5%(194)]
Game  195/1000000:       LOST  steps=  58  reward=-0.9  [wr300=1.5%(195); by_enemy: alphabeta@2=1.5%(195)]
Game  196/1000000:       LOST  steps=  88  reward=-0.7  [wr300=1.5%(196); by_enemy: alphabeta@2=1.5%(196)]
Game  197/1000000:       LOST  steps=  88  reward=-0.8  [wr300=1.5%(197); by_enemy: alphabeta@2=1.5%(197)]
Game  198/1000000:       LOST  steps=  82  reward=-0.9  [wr300=1.5%(198); by_enemy: alphabeta@2=1.5%(198)]
Game  199/1000000:       LOST  steps= 190  reward=-0.8  [wr300=1.5%(199); by_enemy: alphabeta@2=1.5%(199)]
Game  200/1000000:       LOST  steps= 149  reward=-0.8  [wr300=1.5%(200); by_enemy: alphabeta@2=1.5%(200)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/f61a2898-bc77-40a4-b941-ce8d5d1dd83d.json
Game  201/1000000:       LOST  steps=  80  reward=-0.8  [wr300=1.5%(201); by_enemy: alphabeta@2=1.5%(201)]
Game  202/1000000:       LOST  steps= 137  reward=-0.7  [wr300=1.5%(202); by_enemy: alphabeta@2=1.5%(202)]
Game  203/1000000:       LOST  steps= 105  reward=-0.8  [wr300=1.5%(203); by_enemy: alphabeta@2=1.5%(203)]
Game  204/1000000:       LOST  steps= 149  reward=-0.7  [wr300=1.5%(204); by_enemy: alphabeta@2=1.5%(204)]
Game  205/1000000:       LOST  steps=  85  reward=-0.7  [wr300=1.5%(205); by_enemy: alphabeta@2=1.5%(205)]
Game  206/1000000:       LOST  steps= 133  reward=-0.7  [wr300=1.5%(206); by_enemy: alphabeta@2=1.5%(206)]
Game  207/1000000:       LOST  steps= 111  reward=-0.6  [wr300=1.4%(207); by_enemy: alphabeta@2=1.4%(207)]
Game  208/1000000:       LOST  steps= 101  reward=-0.8  [wr300=1.4%(208); by_enemy: alphabeta@2=1.4%(208)]
  trained PPO on 4173 buffered transitions (games in batch: 41; trigger=steps: buffered transitions reached 4173)
Game  209/1000000:       LOST  steps= 116  reward=-0.9  [wr300=1.4%(209); by_enemy: alphabeta@2=1.4%(209)]
Game  210/1000000:       LOST  steps= 108  reward=-0.7  [wr300=1.4%(210); by_enemy: alphabeta@2=1.4%(210)]
Game  211/1000000:       LOST  steps= 145  reward=-0.6  [wr300=1.4%(211); by_enemy: alphabeta@2=1.4%(211)]
Game  212/1000000:       LOST  steps=  79  reward=-0.8  [wr300=1.4%(212); by_enemy: alphabeta@2=1.4%(212)]
Game  213/1000000:       LOST  steps=  84  reward=-0.8  [wr300=1.4%(213); by_enemy: alphabeta@2=1.4%(213)]
Game  214/1000000:       LOST  steps=  95  reward=-0.7  [wr300=1.4%(214); by_enemy: alphabeta@2=1.4%(214)]
Game  215/1000000:       LOST  steps= 129  reward=-0.8  [wr300=1.4%(215); by_enemy: alphabeta@2=1.4%(215)]
Game  216/1000000:       LOST  steps= 131  reward=-0.8  [wr300=1.4%(216); by_enemy: alphabeta@2=1.4%(216)]
Game  217/1000000:       LOST  steps= 129  reward=-0.8  [wr300=1.4%(217); by_enemy: alphabeta@2=1.4%(217)]
Game  218/1000000:       LOST  steps=  69  reward=-0.7  [wr300=1.4%(218); by_enemy: alphabeta@2=1.4%(218)]
Game  219/1000000:       LOST  steps=  69  reward=-0.9  [wr300=1.4%(219); by_enemy: alphabeta@2=1.4%(219)]
Game  220/1000000:       LOST  steps= 140  reward=-0.8  [wr300=1.4%(220); by_enemy: alphabeta@2=1.4%(220)]
Game  221/1000000:       LOST  steps= 145  reward=-0.6  [wr300=1.4%(221); by_enemy: alphabeta@2=1.4%(221)]
Game  222/1000000:       LOST  steps=  98  reward=-0.6  [wr300=1.4%(222); by_enemy: alphabeta@2=1.4%(222)]
Game  223/1000000:       LOST  steps= 121  reward=-0.7  [wr300=1.3%(223); by_enemy: alphabeta@2=1.3%(223)]
Game  224/1000000:       LOST  steps= 141  reward=-0.7  [wr300=1.3%(224); by_enemy: alphabeta@2=1.3%(224)]
Game  225/1000000:       LOST  steps= 114  reward=-0.9  [wr300=1.3%(225); by_enemy: alphabeta@2=1.3%(225)]
Game  226/1000000:       LOST  steps=  90  reward=-0.9  [wr300=1.3%(226); by_enemy: alphabeta@2=1.3%(226)]
Game  227/1000000:       LOST  steps= 118  reward=-0.7  [wr300=1.3%(227); by_enemy: alphabeta@2=1.3%(227)]
Game  228/1000000:       LOST  steps= 102  reward=-0.8  [wr300=1.3%(228); by_enemy: alphabeta@2=1.3%(228)]
Game  229/1000000:       LOST  steps= 109  reward=-0.7  [wr300=1.3%(229); by_enemy: alphabeta@2=1.3%(229)]
Game  230/1000000:       LOST  steps=  93  reward=-0.8  [wr300=1.3%(230); by_enemy: alphabeta@2=1.3%(230)]
Game  231/1000000:       LOST  steps=  82  reward=-0.9  [wr300=1.3%(231); by_enemy: alphabeta@2=1.3%(231)]
Game  232/1000000:       LOST  steps=  88  reward=-0.7  [wr300=1.3%(232); by_enemy: alphabeta@2=1.3%(232)]
Game  233/1000000:       LOST  steps= 107  reward=-0.8  [wr300=1.3%(233); by_enemy: alphabeta@2=1.3%(233)]
Game  234/1000000:       LOST  steps=  95  reward=-0.9  [wr300=1.3%(234); by_enemy: alphabeta@2=1.3%(234)]
Game  235/1000000:       LOST  steps=  80  reward=-0.9  [wr300=1.3%(235); by_enemy: alphabeta@2=1.3%(235)]
Game  236/1000000:       LOST  steps= 101  reward=-0.7  [wr300=1.3%(236); by_enemy: alphabeta@2=1.3%(236)]
Game  237/1000000:       LOST  steps= 134  reward=-0.7  [wr300=1.3%(237); by_enemy: alphabeta@2=1.3%(237)]
Game  238/1000000:       LOST  steps= 129  reward=-0.8  [wr300=1.3%(238); by_enemy: alphabeta@2=1.3%(238)]
Game  239/1000000:       LOST  steps= 137  reward=-0.8  [wr300=1.3%(239); by_enemy: alphabeta@2=1.3%(239)]
Game  240/1000000:       LOST  steps= 139  reward=-0.6  [wr300=1.2%(240); by_enemy: alphabeta@2=1.2%(240)]
Game  241/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.2%(241); by_enemy: alphabeta@2=1.2%(241)]
Game  242/1000000:       LOST  steps= 116  reward=-0.9  [wr300=1.2%(242); by_enemy: alphabeta@2=1.2%(242)]
Game  243/1000000:       LOST  steps=  68  reward=-0.9  [wr300=1.2%(243); by_enemy: alphabeta@2=1.2%(243)]
Game  244/1000000:       LOST  steps= 127  reward=-0.7  [wr300=1.2%(244); by_enemy: alphabeta@2=1.2%(244)]
Game  245/1000000:       LOST  steps=  84  reward=-0.8  [wr300=1.2%(245); by_enemy: alphabeta@2=1.2%(245)]
Game  246/1000000:       LOST  steps= 125  reward=-0.7  [wr300=1.2%(246); by_enemy: alphabeta@2=1.2%(246)]
Game  247/1000000:       LOST  steps=  63  reward=-0.8  [wr300=1.2%(247); by_enemy: alphabeta@2=1.2%(247)]
Game  248/1000000:       LOST  steps=  92  reward=-0.9  [wr300=1.2%(248); by_enemy: alphabeta@2=1.2%(248)]
  trained PPO on 4129 buffered transitions (games in batch: 40; trigger=steps: buffered transitions reached 4129)
Game  249/1000000:       LOST  steps= 117  reward=-0.8  [wr300=1.2%(249); by_enemy: alphabeta@2=1.2%(249)]
Game  250/1000000:       LOST  steps=  68  reward=-0.8  [wr300=1.2%(250); by_enemy: alphabeta@2=1.2%(250)]
Game  251/1000000:        WON  steps= 147  reward=+1.6  [wr300=1.6%(251); by_enemy: alphabeta@2=1.6%(251)]
Game  252/1000000:       LOST  steps=  89  reward=-0.6  [wr300=1.6%(252); by_enemy: alphabeta@2=1.6%(252)]
Game  253/1000000:       LOST  steps= 100  reward=-0.8  [wr300=1.6%(253); by_enemy: alphabeta@2=1.6%(253)]
Game  254/1000000:       LOST  steps=  86  reward=-0.6  [wr300=1.6%(254); by_enemy: alphabeta@2=1.6%(254)]
Game  255/1000000:       LOST  steps=  70  reward=-0.7  [wr300=1.6%(255); by_enemy: alphabeta@2=1.6%(255)]
Game  256/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.6%(256); by_enemy: alphabeta@2=1.6%(256)]
Game  257/1000000:       LOST  steps= 135  reward=-0.9  [wr300=1.6%(257); by_enemy: alphabeta@2=1.6%(257)]
Game  258/1000000:       LOST  steps=  74  reward=-0.7  [wr300=1.6%(258); by_enemy: alphabeta@2=1.6%(258)]
Game  259/1000000:       LOST  steps= 176  reward=-0.9  [wr300=1.5%(259); by_enemy: alphabeta@2=1.5%(259)]
Game  260/1000000:       LOST  steps= 126  reward=-0.8  [wr300=1.5%(260); by_enemy: alphabeta@2=1.5%(260)]
Game  261/1000000:       LOST  steps= 102  reward=-0.7  [wr300=1.5%(261); by_enemy: alphabeta@2=1.5%(261)]
Game  262/1000000:       LOST  steps=  74  reward=-0.7  [wr300=1.5%(262); by_enemy: alphabeta@2=1.5%(262)]
Game  263/1000000:       LOST  steps=  94  reward=-0.8  [wr300=1.5%(263); by_enemy: alphabeta@2=1.5%(263)]
Game  264/1000000:       LOST  steps=  98  reward=-0.9  [wr300=1.5%(264); by_enemy: alphabeta@2=1.5%(264)]
Game  265/1000000:       LOST  steps= 127  reward=-0.9  [wr300=1.5%(265); by_enemy: alphabeta@2=1.5%(265)]
Game  266/1000000:       LOST  steps= 131  reward=-0.9  [wr300=1.5%(266); by_enemy: alphabeta@2=1.5%(266)]
Game  267/1000000:       LOST  steps=  73  reward=-0.9  [wr300=1.5%(267); by_enemy: alphabeta@2=1.5%(267)]
Game  268/1000000:       LOST  steps=  95  reward=-0.7  [wr300=1.5%(268); by_enemy: alphabeta@2=1.5%(268)]
Game  269/1000000:       LOST  steps=  99  reward=-0.8  [wr300=1.5%(269); by_enemy: alphabeta@2=1.5%(269)]
Game  270/1000000:       LOST  steps= 114  reward=-0.9  [wr300=1.5%(270); by_enemy: alphabeta@2=1.5%(270)]
Game  271/1000000:       LOST  steps=  77  reward=-0.8  [wr300=1.5%(271); by_enemy: alphabeta@2=1.5%(271)]
Game  272/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.5%(272); by_enemy: alphabeta@2=1.5%(272)]
Game  273/1000000:       LOST  steps= 121  reward=-0.8  [wr300=1.5%(273); by_enemy: alphabeta@2=1.5%(273)]
Game  274/1000000:       LOST  steps= 106  reward=-0.6  [wr300=1.5%(274); by_enemy: alphabeta@2=1.5%(274)]
Game  275/1000000:       LOST  steps= 152  reward=-0.9  [wr300=1.5%(275); by_enemy: alphabeta@2=1.5%(275)]
Game  276/1000000:       LOST  steps= 133  reward=-0.6  [wr300=1.4%(276); by_enemy: alphabeta@2=1.4%(276)]
Game  277/1000000:       LOST  steps= 109  reward=-0.6  [wr300=1.4%(277); by_enemy: alphabeta@2=1.4%(277)]
Game  278/1000000:       LOST  steps= 146  reward=-0.5  [wr300=1.4%(278); by_enemy: alphabeta@2=1.4%(278)]
Game  279/1000000:       LOST  steps= 130  reward=-0.7  [wr300=1.4%(279); by_enemy: alphabeta@2=1.4%(279)]
Game  280/1000000:       LOST  steps= 110  reward=-0.7  [wr300=1.4%(280); by_enemy: alphabeta@2=1.4%(280)]
Game  281/1000000:       LOST  steps=  95  reward=-0.6  [wr300=1.4%(281); by_enemy: alphabeta@2=1.4%(281)]
Game  282/1000000:       LOST  steps= 171  reward=-0.7  [wr300=1.4%(282); by_enemy: alphabeta@2=1.4%(282)]
Game  283/1000000:       LOST  steps=  77  reward=-0.7  [wr300=1.4%(283); by_enemy: alphabeta@2=1.4%(283)]
Game  284/1000000:       LOST  steps= 127  reward=-0.7  [wr300=1.4%(284); by_enemy: alphabeta@2=1.4%(284)]
Game  285/1000000:       LOST  steps= 122  reward=-0.6  [wr300=1.4%(285); by_enemy: alphabeta@2=1.4%(285)]
Game  286/1000000:       LOST  steps= 114  reward=-0.6  [wr300=1.4%(286); by_enemy: alphabeta@2=1.4%(286)]
Game  287/1000000:       LOST  steps= 133  reward=-0.8  [wr300=1.4%(287); by_enemy: alphabeta@2=1.4%(287)]
  trained PPO on 4150 buffered transitions (games in batch: 39; trigger=steps: buffered transitions reached 4150)
Game  288/1000000:       LOST  steps=  87  reward=-0.8  [wr300=1.4%(288); by_enemy: alphabeta@2=1.4%(288)]
Game  289/1000000:       LOST  steps= 177  reward=-0.7  [wr300=1.4%(289); by_enemy: alphabeta@2=1.4%(289)]
Game  290/1000000:       LOST  steps=  99  reward=-0.8  [wr300=1.4%(290); by_enemy: alphabeta@2=1.4%(290)]
Game  291/1000000:       LOST  steps= 100  reward=-0.9  [wr300=1.4%(291); by_enemy: alphabeta@2=1.4%(291)]
Game  292/1000000:       LOST  steps= 158  reward=-0.7  [wr300=1.4%(292); by_enemy: alphabeta@2=1.4%(292)]
Game  293/1000000:       LOST  steps=  67  reward=-0.8  [wr300=1.4%(293); by_enemy: alphabeta@2=1.4%(293)]
Game  294/1000000:       LOST  steps=  52  reward=-0.9  [wr300=1.4%(294); by_enemy: alphabeta@2=1.4%(294)]
Game  295/1000000:       LOST  steps=  89  reward=-0.7  [wr300=1.4%(295); by_enemy: alphabeta@2=1.4%(295)]
Game  296/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.4%(296); by_enemy: alphabeta@2=1.4%(296)]
Game  297/1000000:       LOST  steps=  68  reward=-0.8  [wr300=1.3%(297); by_enemy: alphabeta@2=1.3%(297)]
Game  298/1000000:       LOST  steps=  76  reward=-0.8  [wr300=1.3%(298); by_enemy: alphabeta@2=1.3%(298)]
Game  299/1000000:       LOST  steps=  65  reward=-0.8  [wr300=1.3%(299); by_enemy: alphabeta@2=1.3%(299)]
Game  300/1000000:       LOST  steps= 109  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/6a619aa9-47e1-4213-bc72-ec37fd985557.json
Game  301/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  302/1000000:       LOST  steps=  87  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  303/1000000:       LOST  steps= 112  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  304/1000000:       LOST  steps=  62  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  305/1000000:       LOST  steps=  96  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  306/1000000:       LOST  steps= 107  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  307/1000000:       LOST  steps= 105  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  308/1000000:       LOST  steps= 126  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  309/1000000:       LOST  steps=  69  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  310/1000000:       LOST  steps=  93  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  311/1000000:       LOST  steps= 161  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  312/1000000:       LOST  steps= 154  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  313/1000000:       LOST  steps=  89  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  314/1000000:       LOST  steps= 114  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  315/1000000:       LOST  steps= 123  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  316/1000000:       LOST  steps= 111  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  317/1000000:       LOST  steps= 101  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  318/1000000:       LOST  steps=  91  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  319/1000000:       LOST  steps= 102  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  320/1000000:       LOST  steps= 132  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  321/1000000:       LOST  steps= 111  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  322/1000000:       LOST  steps= 114  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  323/1000000:       LOST  steps= 110  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  324/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  325/1000000:       LOST  steps= 150  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  326/1000000:       LOST  steps=  78  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  327/1000000:       LOST  steps= 114  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  328/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game  329/1000000:       LOST  steps=  92  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
  trained PPO on 4181 buffered transitions (games in batch: 42; trigger=steps: buffered transitions reached 4181)
Game  330/1000000:        WON  steps= 169  reward=+1.5  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  331/1000000:       LOST  steps= 110  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  332/1000000:       LOST  steps= 109  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  333/1000000:       LOST  steps=  79  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  334/1000000:       LOST  steps=  89  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  335/1000000:       LOST  steps= 127  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  336/1000000:       LOST  steps=  57  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  337/1000000:       LOST  steps= 112  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  338/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  339/1000000:       LOST  steps=  86  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  340/1000000:       LOST  steps=  76  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  341/1000000:       LOST  steps= 111  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  342/1000000:       LOST  steps= 136  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  343/1000000:       LOST  steps=  88  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  344/1000000:       LOST  steps= 142  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  345/1000000:       LOST  steps= 150  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game  346/1000000:        WON  steps= 153  reward=+1.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  347/1000000:       LOST  steps=  88  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  348/1000000:       LOST  steps=  91  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  349/1000000:       LOST  steps= 151  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  350/1000000:       LOST  steps= 117  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  351/1000000:       LOST  steps= 131  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  352/1000000:       LOST  steps=  92  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  353/1000000:       LOST  steps= 115  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  354/1000000:       LOST  steps=  86  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game  355/1000000:       LOST  steps= 138  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
